;LAP Aft Skirt Orifice Flow Temperatures (R)
#I=0,694,1; vent_c1d7a_las.vsm C:\0_afc_work\LAP_AFT_Skirt_Ascent_Reentry_Venting_Thermal_Analysis_using_VISIM\VISSIM\vent_c1d7a_las.vsm @ Sat Oct 27 16:26:55 2018
0	458	458	458	458	458	458	458	458	458	458	458
0.9995	458	458	458	536.24	458	458	458	458	458	543.15	458
1.9995	458	458	458	531.63	458	458	458	458	458	458	458
2.9995	458	458	458	458	458	458	458	458	458	458	458
3.9995	458	458	458	458	458	458	458	458	458	458	458
4.9995	458	458	458	458	458	458	458	458	458	458	458
5.9995	458	458	458	458	458	458	458	458	458	458	458
6.9995	458	458	458	458	458	458	458	458	458	458	458
7.9995	458	458	458	458	458	458	458	458	458	458	458
8.9995	458	458	458	458	458	458	458	458	458	458	458
9.9995	458	458	458	458	458	458	458	458	458	458	458
11	458	458	458	458	458	458	458	458	458	458	458
12	458	458	458	458	458	458	458	458	458	458	458
13	458	458	458	458	458	458	458	458	458	458	458
14	458	458	458	458	458	458	458	458	458	458	458
15	458	458	458	458	458	458	458	458	458	458	458
16	458	458	458	458	458	458	458	458	458	458	458
16.999	458	458	458	458	458	458	458	458	458	458	458
17.999	458	458	458	458	458	458	458	458	458	458	458
18.999	458	458	458	458	458	458	458	458	458	458	458
19.999	458	458	458	458	458	458	458	458	458	458	458
20.999	458	458	458	458	458	458	458	458	458	458	458
21.999	458	458	458	458	458	458	458	458	458	458	458
22.999	458	458	458	458	458	458	458	458	458	458	458
23.999	458	458	458	458	458	458	458	458	458	458	458
24.999	458	458	458	458	458	458	458	458	458	458	458
25.999	458	458	458	458	458	458	458	458	458	458	458
27	458	458	458	458	458	458	458	458	458	458	458
28	458	458	458	458	458	458	458	458	458	458	458
29	458	458	458	458	458	458	458	458	458	458	458
30	458	458	458	458	458	458	458	458	458	458	458
31	458	458	458	458	458	458	458	458	458	458	458
32	458	458	458	458	458	458	458	458	458	458	458
33	458	458	458	458	458	458	458	458	458	458	458
34	458	458	458	458	458	458	458	458	458	458	458
35	458	458	458	458	458	458	458	458	458	458	458
36	458	458	458	458	458	458	458	458	458	458	458
37	458	458	458	458	458	458	458	458	458	458	458
38	458	458	458	458	458	458	458	458	458	458	458
39	458	458	458	458	458	458	458	458	458	458	458
40	458	458	458	458	458	458	458	458	458	458	458
41	458	458	458	458	458	458	458	458	458	458	458
42	458	458	458	458	458	458	458	458	458	458	458
43	458	458	458	458	458	458	458	458	458	458	458
44	458	458	458	458	458	458	458	458	458	458	458
45	458	458	458	458	458	458	458	458	458	458	458
46	458	458	458	458	458	458	458	458	458	458	458
47	458	458	458	458	458	458	458	458	458	458	458
48	458	458	458	458	458	458	458	458	458	458	458
49	458	458	458	458	458	458	458	458	458	458	458
50	458	458	458	458	458	458	458	458	458	458	458
51	458	458	458	458	458	458	458	458	458	458	458
52	458	458	458	458	458	458	458	458	458	458	458
53	458	458	458	458	458	458	458	458	458	458	458
54	458	458	458	458	458	458	458	458	458	458	458
55	458	458	458	458	458	458	458	458	458	458	458
56	458	458	458	458	458	458	458	458	458	458	458
57	458	458	458	458	458	458	458	458	458	458	458
58	458	458	458	458	458	458	458	458	458	458	458
59	458	458	458	458	458	458	458	458	458	458	458
60	458	458	458	458	458	458	458	458	458	458	458
61	458	458	458	458	458	458	458	458	458	458	2125.1
62	458.01	458.01	458.01	458.01	458.01	458.01	458.01	458.01	458.01	458.01	2119.8
63	458.02	458.02	458.02	458.02	458.02	458.02	458.02	458.02	458.02	458.02	2114.4
64	458.05	458.05	458.05	458.05	458.05	458.05	458.05	458.05	458.05	458.05	2109.1
64.999	458.09	458.09	458.09	458.09	458.09	458.09	458.09	458.09	458.09	458.09	2103.8
65.999	458.14	458.14	458.14	458.14	458.14	458.14	458.14	458.14	458.14	458.14	2093.9
66.999	458.21	458.21	458.21	458.21	458.21	458.21	458.21	458.21	458.21	458.21	2084.1
67.999	458.29	458.29	458.29	458.29	458.29	458.29	458.29	458.29	458.29	458.29	2074.3
68.999	458.4	458.4	458.4	458.4	458.4	458.4	458.4	458.4	458.4	458.4	2064.5
69.999	458.52	458.52	458.52	458.52	458.52	458.52	458.52	458.52	458.52	458.52	2054.7
70.999	458.67	458.67	458.67	458.67	458.67	458.67	458.67	458.67	458.67	458.67	2048.9
71.999	458.84	458.84	458.84	458.84	458.84	458.84	458.84	458.84	458.84	458.84	2043.1
72.999	459.02	459.02	459.02	459.02	459.02	459.02	459.02	459.02	459.02	459.02	2037.3
73.999	459.21	459.21	459.21	459.21	459.21	459.21	459.21	459.21	459.21	459.21	2031.5
74.999	459.42	459.42	459.42	459.42	459.42	459.42	459.42	459.42	459.42	459.42	2025.6
75.999	459.63	459.63	459.63	459.63	459.63	459.63	459.63	459.63	459.63	459.63	2021.6
76.999	459.86	459.86	459.86	459.86	459.86	459.86	459.86	459.86	459.86	459.86	2017.5
77.999	460.11	460.11	460.11	460.11	460.11	460.11	460.11	460.11	460.11	460.11	2013.4
78.999	460.38	460.38	460.38	460.38	460.38	460.38	460.38	460.38	460.38	460.38	2009.4
79.999	460.66	460.66	460.66	460.66	460.66	460.66	460.66	460.66	460.66	460.66	2005.3
80.999	460.96	460.96	460.96	460.96	460.96	460.96	460.96	460.96	460.96	460.96	2004.6
81.999	461.27	461.27	461.27	461.27	461.27	461.27	461.27	461.27	461.27	461.27	2003.9
82.999	461.59	461.59	461.59	461.59	461.59	461.59	461.59	461.59	461.59	461.59	2003.1
83.999	461.92	461.92	461.92	461.92	461.92	461.92	461.92	461.92	461.92	461.92	2002.4
84.999	462.25	462.25	462.25	462.25	462.25	462.25	462.25	462.25	462.25	462.25	2001.7
85.999	462.58	462.58	462.58	462.58	462.58	462.58	462.58	462.58	462.58	462.58	2002.9
86.999	462.9	462.9	462.9	462.9	462.9	462.9	462.9	462.9	462.9	462.9	2004.1
87.999	463.21	463.21	463.21	463.21	463.21	463.21	463.21	463.21	463.21	463.21	2005.4
88.999	463.51	463.51	463.51	463.51	463.51	463.51	463.51	463.51	463.51	463.51	2006.6
89.999	463.79	463.79	463.79	463.79	463.79	463.79	463.79	463.79	463.79	463.79	2007.8
90.999	464.07	464.07	464.07	464.07	464.07	464.07	464.07	464.07	464.07	464.07	2008.9
91.999	464.33	464.33	464.33	464.33	464.33	464.33	464.33	464.33	464.33	464.33	2010
92.999	464.58	464.58	464.58	464.58	464.58	464.58	464.58	464.58	464.58	464.58	2011.1
93.999	464.82	464.82	464.82	464.82	464.82	464.82	464.82	464.82	464.82	464.82	2012.2
94.999	465.03	465.03	465.03	465.03	465.03	465.03	465.03	465.03	465.03	465.03	2013.3
95.999	465.24	465.24	465.24	465.24	465.24	465.24	465.24	465.24	465.24	465.24	2014.9
96.999	465.44	465.44	465.44	465.44	465.44	465.44	465.44	465.44	465.44	465.44	2016.5
97.999	465.62	465.62	465.62	465.62	465.62	465.62	465.62	465.62	465.62	465.62	2018.1
98.999	465.79	465.79	465.79	465.79	465.79	465.79	465.79	465.79	465.79	465.79	2019.7
99.999	465.95	745.05	465.95	465.95	790.39	465.95	465.95	465.95	465.95	465.95	2021.3
101	466.09	749.93	466.09	750.25	795.79	466.09	466.09	466.09	466.09	756.47	2018.8
102	747.63	754.81	466.23	755.13	801.19	796.97	466.23	466.23	466.23	761.17	2016.3
103	752.49	759.01	466.36	759.34	805.8	801.95	466.36	466.36	466.36	765.23	2013.8
104	757.35	763.21	466.48	763.54	810.41	806.93	466.48	466.48	466.48	769.3	2011.3
105	761.85	767.21	466.59	767.54	814.71	811.52	466.59	466.59	466.59	773.19	2008.8
106	766.36	771.2	466.7	771.54	819.01	816.1	466.7	466.7	466.7	777.07	2005.5
107	770.8	775.24	466.79	775.59	823.27	820.58	466.79	466.79	466.79	781.02	2002.2
108	775.24	779.28	466.87	779.63	827.53	825.06	466.87	466.87	466.87	784.97	1999
